trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
532,False,"{'a': 0.5, 'e': 0.734}",25,10,-94.5763033586373,"{0: 6, 1: 1, 2: 6, 3: 2, 4: 0}",1
533,False,"{'a': 0.5, 'e': 0.7335}",20,0,-51.492617974995824,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",1
534,False,"{'a': 0.5, 'e': 0.733}",20,10,-77.31407444994333,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 2}",1
535,False,"{'a': 0.5, 'e': 0.7324999999999999}",30,0,-103.03225171067568,"{0: 19, 1: 2, 2: 8, 3: 0, 4: 1}",0
536,False,"{'a': 0.5, 'e': 0.732}",25,2,-84.80527230927558,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 1}",1
537,False,"{'a': 0.5, 'e': 0.7315}",30,11,-84.42971264462223,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 1}",1
538,False,"{'a': 0.5, 'e': 0.731}",20,0,-31.30232851844043,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
539,False,"{'a': 0.5, 'e': 0.7304999999999999}",25,15,1.3114897727076844,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.5, 'e': 0.73}",25,5,-98.36524682375364,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",1
541,False,"{'a': 0.5, 'e': 0.7295}",20,0,-68.44659365720149,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
542,False,"{'a': 0.5, 'e': 0.729}",35,3,-112.81226736652371,"{0: 21, 1: 1, 2: 9, 3: 0, 4: 1}",1
543,False,"{'a': 0.5, 'e': 0.7284999999999999}",20,0,22.168911749993057,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
544,False,"{'a': 0.5, 'e': 0.728}",30,0,-132.0688594521406,"{0: 22, 1: 2, 2: 3, 3: 0, 4: 3}",0
545,False,"{'a': 0.5, 'e': 0.7275}",35,13,-201.88849128432736,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 4}",1
546,False,"{'a': 0.5, 'e': 0.727}",35,13,-187.51751130324894,"{0: 14, 1: 3, 2: 0, 3: 0, 4: 5}",1
547,False,"{'a': 0.5, 'e': 0.7264999999999999}",30,0,-83.36747584602745,"{0: 18, 1: 3, 2: 9, 3: 0, 4: 0}",0
548,False,"{'a': 0.5, 'e': 0.726}",25,0,-49.571583321802635,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 0}",0
549,False,"{'a': 0.5, 'e': 0.7255}",20,8,-77.27320181938416,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 2}",1
550,False,"{'a': 0.5, 'e': 0.725}",30,1,-70.85505563729498,"{0: 18, 1: 5, 2: 5, 3: 1, 4: 0}",1
551,False,"{'a': 0.5, 'e': 0.7244999999999999}",20,0,-9.519517429109861,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
552,False,"{'a': 0.5, 'e': 0.724}",30,5,-156.27543050366322,"{0: 14, 1: 5, 2: 3, 3: 0, 4: 3}",1
553,False,"{'a': 0.5, 'e': 0.7235}",20,0,-30.457924538456407,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
554,False,"{'a': 0.5, 'e': 0.723}",25,0,-138.40289214501618,"{0: 15, 1: 0, 2: 8, 3: 0, 4: 2}",0
555,False,"{'a': 0.5, 'e': 0.7224999999999999}",30,18,-48.902332496328036,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
556,False,"{'a': 0.5, 'e': 0.722}",25,0,-36.64842155989378,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
557,False,"{'a': 0.5, 'e': 0.7215}",25,0,-119.9683845961441,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 3}",0
558,False,"{'a': 0.5, 'e': 0.721}",20,0,-74.2496779939524,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
559,False,"{'a': 0.5, 'e': 0.7204999999999999}",25,0,-44.590347871908904,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
560,False,"{'a': 0.5, 'e': 0.72}",25,0,-93.30397571734044,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 2}",0
561,False,"{'a': 0.5, 'e': 0.7195}",20,0,-78.78917108231198,"{0: 10, 1: 4, 2: 5, 3: 1, 4: 0}",0
562,False,"{'a': 0.5, 'e': 0.719}",25,0,-114.11052420617547,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
563,False,"{'a': 0.5, 'e': 0.7184999999999999}",20,0,-51.66220045089334,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",1
564,False,"{'a': 0.5, 'e': 0.718}",20,8,-29.155995405448234,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 0}",1
565,False,"{'a': 0.5, 'e': 0.7175}",20,0,-30.851234350107553,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
566,False,"{'a': 0.5, 'e': 0.717}",20,0,-99.5802677244324,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
567,False,"{'a': 0.5, 'e': 0.7164999999999999}",20,0,-18.596080953120058,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
568,False,"{'a': 0.5, 'e': 0.716}",25,17,1.589986851709577,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
569,False,"{'a': 0.5, 'e': 0.7155}",30,1,-40.10407351631146,"{0: 22, 1: 3, 2: 3, 3: 1, 4: 0}",1
570,False,"{'a': 0.5, 'e': 0.715}",35,24,8.61473103617192,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.5, 'e': 0.7144999999999999}",20,4,-159.35077090984518,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 4}",1
572,False,"{'a': 0.5, 'e': 0.714}",20,0,-13.635216049237593,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
573,False,"{'a': 0.5, 'e': 0.7135}",20,8,-77.2473032655633,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 2}",1
574,False,"{'a': 0.5, 'e': 0.713}",30,0,-92.19687643569834,"{0: 22, 1: 0, 2: 6, 3: 1, 4: 1}",0
575,False,"{'a': 0.5, 'e': 0.7124999999999999}",20,6,-110.48127387122379,"{0: 9, 1: 1, 2: 0, 3: 2, 4: 2}",1
576,False,"{'a': 0.5, 'e': 0.712}",20,0,-75.43305768544445,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
577,False,"{'a': 0.5, 'e': 0.7115}",20,2,-106.10085103497329,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 2}",1
578,False,"{'a': 0.5, 'e': 0.7110000000000001}",20,0,-35.16721450814663,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
579,False,"{'a': 0.5, 'e': 0.7105}",25,0,-86.70043980714497,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
580,False,"{'a': 0.5, 'e': 0.71}",25,0,-68.76953507555406,"{0: 14, 1: 5, 2: 6, 3: 0, 4: 0}",0
581,False,"{'a': 0.5, 'e': 0.7095}",25,0,-96.70424169023934,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
582,False,"{'a': 0.5, 'e': 0.7090000000000001}",20,0,-75.49299484179365,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
583,False,"{'a': 0.5, 'e': 0.7085}",30,4,-92.03644948949082,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 2}",1
584,False,"{'a': 0.5, 'e': 0.708}",30,3,-55.589640768707746,"{0: 18, 1: 2, 2: 7, 3: 0, 4: 0}",1
585,False,"{'a': 0.5, 'e': 0.7075}",20,2,-19.826648024318022,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 0}",1
586,False,"{'a': 0.5, 'e': 0.7070000000000001}",20,0,-55.55992001824741,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
587,False,"{'a': 0.5, 'e': 0.7065}",20,9,-17.357052721587216,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
588,False,"{'a': 0.5, 'e': 0.706}",20,6,-4.951298803250858,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
589,False,"{'a': 0.5, 'e': 0.7055}",30,0,-70.92784736794107,"{0: 23, 1: 2, 2: 3, 3: 1, 4: 1}",0
590,False,"{'a': 0.5, 'e': 0.7050000000000001}",25,17,-23.329557998399405,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
591,False,"{'a': 0.5, 'e': 0.7045}",25,2,-19.566000954687734,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 0}",1
592,False,"{'a': 0.5, 'e': 0.704}",20,0,-19.017580465811196,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
593,False,"{'a': 0.5, 'e': 0.7035}",30,18,-26.416809062807378,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
594,False,"{'a': 0.5, 'e': 0.7030000000000001}",25,0,-63.724404455886074,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
595,False,"{'a': 0.5, 'e': 0.7025}",20,0,-74.7977101341052,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
596,False,"{'a': 0.5, 'e': 0.702}",20,0,-57.689434409334005,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
597,False,"{'a': 0.5, 'e': 0.7015}",20,0,-84.03882171386738,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
598,False,"{'a': 0.5, 'e': 0.7010000000000001}",20,0,-18.500274201018215,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
599,False,"{'a': 0.5, 'e': 0.7005}",20,0,-117.66790988640017,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
600,False,"{'a': 0.5, 'e': 0.7}",20,13,4.728708345966446,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.5, 'e': 0.6995}",25,0,-23.959180374113636,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
602,False,"{'a': 0.5, 'e': 0.6990000000000001}",30,19,-21.611830835924888,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 0}",1
603,False,"{'a': 0.5, 'e': 0.6985}",20,0,-73.7248106776639,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
604,False,"{'a': 0.5, 'e': 0.698}",20,0,-119.7766627477017,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
605,False,"{'a': 0.5, 'e': 0.6975}",30,12,-1.1338359902414359,"{0: 14, 1: 4, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.5, 'e': 0.6970000000000001}",25,1,-44.53219463711818,"{0: 18, 1: 4, 2: 1, 3: 0, 4: 1}",1
607,False,"{'a': 0.5, 'e': 0.6965}",25,0,-52.07755508986495,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
608,False,"{'a': 0.5, 'e': 0.696}",30,0,-16.779518081745863,"{0: 24, 1: 2, 2: 4, 3: 0, 4: 0}",0
609,False,"{'a': 0.5, 'e': 0.6955}",30,0,-79.72044909376834,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",0
610,False,"{'a': 0.5, 'e': 0.6950000000000001}",20,13,-48.547054488914284,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 1}",1
611,False,"{'a': 0.5, 'e': 0.6945}",20,0,-175.8348268686112,"{0: 10, 1: 0, 2: 7, 3: 0, 4: 3}",0
612,False,"{'a': 0.5, 'e': 0.694}",25,0,-122.54457133597333,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 3}",0
613,False,"{'a': 0.5, 'e': 0.6935}",25,0,-56.89501405166485,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
614,False,"{'a': 0.5, 'e': 0.6930000000000001}",20,6,-8.003659725393758,"{0: 10, 1: 3, 2: 1, 3: 0, 4: 0}",1
615,False,"{'a': 0.5, 'e': 0.6925}",25,0,-56.92451699950782,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
616,False,"{'a': 0.5, 'e': 0.692}",20,5,-68.86551736350738,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 1}",1
617,False,"{'a': 0.5, 'e': 0.6915}",25,2,-76.00130381805957,"{0: 14, 1: 3, 2: 4, 3: 2, 4: 0}",1
618,False,"{'a': 0.5, 'e': 0.6910000000000001}",20,7,-11.461082380578713,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
619,False,"{'a': 0.5, 'e': 0.6905}",25,0,-77.87453571107748,"{0: 19, 1: 4, 2: 0, 3: 0, 4: 2}",0
620,False,"{'a': 0.5, 'e': 0.69}",25,14,-10.293809801538853,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
621,False,"{'a': 0.5, 'e': 0.6895}",30,19,-78.41810550310582,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 2}",1
622,False,"{'a': 0.5, 'e': 0.6890000000000001}",20,2,5.036123492366518,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
623,False,"{'a': 0.5, 'e': 0.6885}",20,0,-67.97391027753191,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
624,False,"{'a': 0.5, 'e': 0.688}",30,0,-121.2723525146464,"{0: 19, 1: 4, 2: 5, 3: 0, 4: 2}",0
625,False,"{'a': 0.5, 'e': 0.6875}",20,0,-101.96130710882947,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
626,False,"{'a': 0.5, 'e': 0.687}",20,15,2.463226545749997,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.5, 'e': 0.6865}",30,0,-60.583983127757854,"{0: 20, 1: 3, 2: 7, 3: 0, 4: 0}",0
628,False,"{'a': 0.5, 'e': 0.6859999999999999}",35,14,-27.11891723857038,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 1}",1
629,False,"{'a': 0.5, 'e': 0.6855}",30,11,-77.12384467165249,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 2}",1
630,False,"{'a': 0.5, 'e': 0.685}",35,5,-68.1653426111224,"{0: 23, 1: 3, 2: 2, 3: 1, 4: 1}",1
631,False,"{'a': 0.5, 'e': 0.6845}",20,10,-46.554302067050806,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 1}",1
632,False,"{'a': 0.5, 'e': 0.6839999999999999}",25,0,-5.39999665341639,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
633,False,"{'a': 0.5, 'e': 0.6835}",30,11,-28.594654040671706,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 0}",1
634,False,"{'a': 0.5, 'e': 0.683}",25,15,0.5895816749002081,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
635,False,"{'a': 0.5, 'e': 0.6825}",20,3,-17.783234993830245,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 0}",1
636,False,"{'a': 0.5, 'e': 0.6819999999999999}",20,16,6.208381223207679,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.5, 'e': 0.6815}",20,0,-67.12964673305005,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
638,False,"{'a': 0.5, 'e': 0.681}",25,17,15.616038526215156,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.5, 'e': 0.6805}",25,0,10.79451166511082,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
640,False,"{'a': 0.5, 'e': 0.6799999999999999}",20,0,-118.03082735582174,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
641,False,"{'a': 0.5, 'e': 0.6795}",25,11,-5.662467349128114,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
642,False,"{'a': 0.5, 'e': 0.679}",25,0,-123.95581292936724,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
643,False,"{'a': 0.5, 'e': 0.6785}",20,3,-49.249500144367865,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
644,False,"{'a': 0.5, 'e': 0.6779999999999999}",25,0,-143.61944203688515,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 3}",0
645,False,"{'a': 0.5, 'e': 0.6775}",20,3,-153.27854679293083,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 3}",1
646,False,"{'a': 0.5, 'e': 0.677}",30,0,-9.542618931004993,"{0: 24, 1: 4, 2: 2, 3: 0, 4: 0}",0
647,False,"{'a': 0.5, 'e': 0.6765}",25,17,14.0758820482569,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.5, 'e': 0.6759999999999999}",30,17,12.43139767306804,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
649,False,"{'a': 0.5, 'e': 0.6755}",20,0,-45.99877117104552,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
650,False,"{'a': 0.5, 'e': 0.675}",30,0,-69.16049871303868,"{0: 25, 1: 1, 2: 2, 3: 0, 4: 2}",0
651,False,"{'a': 0.5, 'e': 0.6745}",25,2,-37.1225071196555,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 1}",1
652,False,"{'a': 0.5, 'e': 0.6739999999999999}",20,7,-38.82309098277274,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
653,False,"{'a': 0.5, 'e': 0.6735}",20,8,-92.38211636615324,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 2}",1
654,False,"{'a': 0.5, 'e': 0.673}",30,0,-116.45131342357885,"{0: 16, 1: 8, 2: 5, 3: 0, 4: 1}",0
655,False,"{'a': 0.5, 'e': 0.6725}",20,2,-82.98342231254057,"{0: 9, 1: 0, 2: 8, 3: 1, 4: 0}",1
656,False,"{'a': 0.5, 'e': 0.6719999999999999}",30,15,-52.94702912128024,"{0: 7, 1: 3, 2: 5, 3: 0, 4: 0}",1
657,False,"{'a': 0.5, 'e': 0.6715}",20,0,-120.92103692114021,"{0: 14, 1: 3, 2: 0, 3: 0, 4: 3}",1
658,False,"{'a': 0.5, 'e': 0.671}",30,16,-99.41967256032565,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 2}",1
659,False,"{'a': 0.5, 'e': 0.6705}",25,0,-12.306568277143537,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
660,False,"{'a': 0.5, 'e': 0.6699999999999999}",20,0,-53.61500116971537,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
661,False,"{'a': 0.5, 'e': 0.6695}",20,0,-32.26593040324435,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
662,False,"{'a': 0.5, 'e': 0.669}",25,0,-90.7326213652839,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
663,False,"{'a': 0.5, 'e': 0.6685}",25,1,-105.45210978161298,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 2}",1
664,False,"{'a': 0.5, 'e': 0.6679999999999999}",20,0,-66.13472843930398,"{0: 10, 1: 4, 2: 6, 3: 0, 4: 0}",0
665,False,"{'a': 0.5, 'e': 0.6675}",25,0,-64.45526352593444,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
666,False,"{'a': 0.5, 'e': 0.667}",20,0,-54.17549473018716,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
667,False,"{'a': 0.5, 'e': 0.6665}",20,0,-54.791074705917936,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
668,False,"{'a': 0.5, 'e': 0.6659999999999999}",30,0,-83.32752305859167,"{0: 21, 1: 3, 2: 4, 3: 1, 4: 1}",0
669,False,"{'a': 0.5, 'e': 0.6655}",20,15,2.618586565558866,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.5, 'e': 0.665}",30,12,-13.643171183574866,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
671,False,"{'a': 0.5, 'e': 0.6645}",30,24,12.961539479351124,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.5, 'e': 0.6639999999999999}",20,0,-25.553743554074668,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
673,False,"{'a': 0.5, 'e': 0.6635}",25,0,-205.58797414977658,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 5}",0
674,False,"{'a': 0.5, 'e': 0.663}",25,13,-58.075217628547215,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 1}",1
675,False,"{'a': 0.5, 'e': 0.6625}",20,0,-75.504676179944,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
676,False,"{'a': 0.5, 'e': 0.6619999999999999}",25,0,-71.27610216324645,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 2}",0
677,False,"{'a': 0.5, 'e': 0.6615}",25,0,-34.61423558148047,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
678,False,"{'a': 0.5, 'e': 0.661}",20,0,-18.920205802645384,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
679,False,"{'a': 0.5, 'e': 0.6605}",30,0,-16.152123915533917,"{0: 24, 1: 3, 2: 3, 3: 0, 4: 0}",0
680,False,"{'a': 0.5, 'e': 0.6599999999999999}",30,0,-138.61603522629238,"{0: 21, 1: 3, 2: 3, 3: 0, 4: 3}",0
681,False,"{'a': 0.5, 'e': 0.6595}",20,0,-2.8692412389758397,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
682,False,"{'a': 0.5, 'e': 0.659}",30,11,-122.16021676441757,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 3}",1
683,False,"{'a': 0.5, 'e': 0.6585}",25,15,-0.9607467692199145,"{0: 7, 1: 3, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.5, 'e': 0.6579999999999999}",20,7,-38.174017725672364,"{0: 9, 1: 0, 2: 3, 3: 1, 4: 0}",1
685,False,"{'a': 0.5, 'e': 0.6575}",25,13,-21.534029674512176,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
686,False,"{'a': 0.5, 'e': 0.657}",30,0,-123.07111558241317,"{0: 17, 1: 5, 2: 6, 3: 1, 4: 1}",0
687,False,"{'a': 0.5, 'e': 0.6565}",30,0,-88.02857296807558,"{0: 21, 1: 3, 2: 4, 3: 1, 4: 1}",0
688,False,"{'a': 0.5, 'e': 0.6559999999999999}",25,0,-147.25556885241826,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
689,False,"{'a': 0.5, 'e': 0.6555}",20,6,-23.85009876340927,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
690,False,"{'a': 0.5, 'e': 0.655}",30,7,-41.49519295622664,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 1}",1
691,False,"{'a': 0.5, 'e': 0.6545}",20,0,-79.4628504370174,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
692,False,"{'a': 0.5, 'e': 0.6539999999999999}",30,3,-143.86092775672032,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 3}",1
693,False,"{'a': 0.5, 'e': 0.6535}",30,10,-82.4454484552372,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",1
694,False,"{'a': 0.5, 'e': 0.653}",30,15,-107.96620111494504,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 2}",1
695,False,"{'a': 0.5, 'e': 0.6525}",20,0,-18.045772447094762,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
696,False,"{'a': 0.5, 'e': 0.6519999999999999}",25,2,-109.00445285051126,"{0: 16, 1: 0, 2: 5, 3: 0, 4: 2}",1
697,False,"{'a': 0.5, 'e': 0.6515}",20,0,-34.91980070106518,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
698,False,"{'a': 0.5, 'e': 0.651}",25,0,-154.0448740893584,"{0: 11, 1: 6, 2: 6, 3: 0, 4: 2}",0
699,False,"{'a': 0.5, 'e': 0.6505}",20,7,-3.56118561576133,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
700,False,"{'a': 0.5, 'e': 0.6499999999999999}",20,14,0.44733852496180826,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
701,False,"{'a': 0.5, 'e': 0.6495}",20,0,-62.26001560357181,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
702,False,"{'a': 0.5, 'e': 0.649}",20,2,-1.6598088420681791,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 0}",1
703,False,"{'a': 0.5, 'e': 0.6485}",30,0,-125.73918916530988,"{0: 20, 1: 3, 2: 5, 3: 0, 4: 2}",0
704,False,"{'a': 0.5, 'e': 0.648}",20,5,-100.75100978020781,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 2}",1
705,False,"{'a': 0.5, 'e': 0.6475}",30,13,-19.269289805910358,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
706,False,"{'a': 0.5, 'e': 0.647}",20,5,-11.033610239791766,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",1
707,False,"{'a': 0.5, 'e': 0.6465000000000001}",20,0,-112.9387267317074,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
708,False,"{'a': 0.5, 'e': 0.646}",30,6,-64.54901773338977,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 1}",1
709,False,"{'a': 0.5, 'e': 0.6455}",20,0,-12.567610937721565,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
710,False,"{'a': 0.5, 'e': 0.645}",25,18,12.75147697507916,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.5, 'e': 0.6445000000000001}",30,11,-30.851923736914355,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 0}",1
712,False,"{'a': 0.5, 'e': 0.644}",25,0,-116.76746348416708,"{0: 18, 1: 3, 2: 1, 3: 0, 4: 3}",0
713,False,"{'a': 0.5, 'e': 0.6435}",20,0,-50.75751792982756,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
714,False,"{'a': 0.5, 'e': 0.643}",25,17,-13.896577910758458,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
715,False,"{'a': 0.5, 'e': 0.6425000000000001}",20,7,-18.96268980334033,"{0: 8, 1: 3, 2: 2, 3: 0, 4: 0}",1
716,False,"{'a': 0.5, 'e': 0.642}",35,0,-71.1753474264742,"{0: 27, 1: 3, 2: 3, 3: 1, 4: 1}",0
717,False,"{'a': 0.5, 'e': 0.6415}",30,17,17.53686833270852,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.5, 'e': 0.641}",20,0,-11.862411609247484,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
719,False,"{'a': 0.5, 'e': 0.6405000000000001}",20,9,-39.99078068811522,"{0: 5, 1: 2, 2: 4, 3: 0, 4: 0}",1
720,False,"{'a': 0.5, 'e': 0.64}",20,0,-9.168632450046875,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
721,False,"{'a': 0.5, 'e': 0.6395}",25,0,-117.08977768583713,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
722,False,"{'a': 0.5, 'e': 0.639}",35,4,-174.41360140785235,"{0: 18, 1: 3, 2: 7, 3: 0, 4: 3}",1
723,False,"{'a': 0.5, 'e': 0.6385000000000001}",30,10,-54.14085050657471,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",1
