trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1574,False,"{'a': 0.5, 'e': 0.21299999999999997}",30,22,16.157844405734934,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1575,False,"{'a': 0.5, 'e': 0.21250000000000002}",20,8,7.8341055209231545,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1576,False,"{'a': 0.5, 'e': 0.21199999999999997}",20,14,-1.0711804917171324,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1577,False,"{'a': 0.5, 'e': 0.21150000000000002}",20,14,5.544891231397315,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1578,False,"{'a': 0.5, 'e': 0.21099999999999997}",35,21,-25.110606904967888,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
1579,False,"{'a': 0.5, 'e': 0.21050000000000002}",20,12,12.897926824272707,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1580,False,"{'a': 0.5, 'e': 0.20999999999999996}",20,12,14.20508223452611,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1581,False,"{'a': 0.5, 'e': 0.20950000000000002}",20,16,6.158237640057357,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1582,False,"{'a': 0.5, 'e': 0.20899999999999996}",25,10,4.4576777744348455,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1583,False,"{'a': 0.5, 'e': 0.20850000000000002}",20,13,2.7103595373970784,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1584,False,"{'a': 0.5, 'e': 0.20799999999999996}",25,15,15.993409973716002,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1585,False,"{'a': 0.5, 'e': 0.20750000000000002}",25,11,25.297354808317458,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1586,False,"{'a': 0.5, 'e': 0.20699999999999996}",25,18,-40.22008712422175,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
1587,False,"{'a': 0.5, 'e': 0.20650000000000002}",20,9,-0.4590562058883998,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
1588,False,"{'a': 0.5, 'e': 0.20599999999999996}",20,16,8.405052166115512,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1589,False,"{'a': 0.5, 'e': 0.20550000000000002}",30,15,27.928896662470507,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1590,False,"{'a': 0.5, 'e': 0.20499999999999996}",20,12,15.225248723752449,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1591,False,"{'a': 0.5, 'e': 0.20450000000000002}",20,9,-13.772582129373133,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
1592,False,"{'a': 0.5, 'e': 0.20399999999999996}",20,12,2.6122185252227403,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1593,False,"{'a': 0.5, 'e': 0.20350000000000001}",25,19,11.329663229271368,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1594,False,"{'a': 0.5, 'e': 0.20299999999999996}",20,9,18.694591849721125,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1595,False,"{'a': 0.5, 'e': 0.2025}",35,12,-14.729259718826777,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
1596,False,"{'a': 0.5, 'e': 0.20199999999999996}",25,18,10.467953670227654,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1597,False,"{'a': 0.5, 'e': 0.2015}",25,9,28.500092283728186,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1598,False,"{'a': 0.5, 'e': 0.20099999999999996}",20,15,9.3157674177413,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1599,False,"{'a': 0.5, 'e': 0.2005}",20,8,7.5578958811800225,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1600,False,"{'a': 0.5, 'e': 0.19999999999999996}",25,8,3.7672314236540694,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1601,False,"{'a': 0.5, 'e': 0.1995}",20,0,-17.490878033560698,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
1602,False,"{'a': 0.5, 'e': 0.19899999999999995}",30,3,-8.47993845720398,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 1}",1
1603,False,"{'a': 0.5, 'e': 0.1985}",30,13,-14.198121100470699,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1604,False,"{'a': 0.5, 'e': 0.19799999999999995}",20,10,21.70773784157928,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1605,False,"{'a': 0.5, 'e': 0.1975}",25,20,8.802667348748637,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1606,False,"{'a': 0.5, 'e': 0.19699999999999995}",20,12,3.9052064294717903,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1607,False,"{'a': 0.5, 'e': 0.1965}",25,15,5.544734562671772,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1608,False,"{'a': 0.5, 'e': 0.19599999999999995}",25,3,29.25045625407117,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
1609,False,"{'a': 0.5, 'e': 0.1955}",25,19,11.557344494159139,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1610,False,"{'a': 0.5, 'e': 0.19499999999999995}",20,12,18.841754879497227,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1611,False,"{'a': 0.5, 'e': 0.1945}",25,12,-18.977384049815328,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
1612,False,"{'a': 0.5, 'e': 0.19399999999999995}",20,16,6.376171344525805,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1613,False,"{'a': 0.5, 'e': 0.1935}",20,12,5.1014084864906755,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1614,False,"{'a': 0.5, 'e': 0.19299999999999995}",20,10,4.481728428780982,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1615,False,"{'a': 0.5, 'e': 0.1925}",20,15,9.207342194775903,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1616,False,"{'a': 0.5, 'e': 0.19199999999999995}",20,1,-12.318399053553147,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 0}",1
1617,False,"{'a': 0.5, 'e': 0.1915}",20,12,15.912335737277862,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1618,False,"{'a': 0.5, 'e': 0.19099999999999995}",20,6,26.88695315919445,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1619,False,"{'a': 0.5, 'e': 0.1905}",20,14,8.468099455609574,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1620,False,"{'a': 0.5, 'e': 0.18999999999999995}",20,13,1.9821090460986015,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1621,False,"{'a': 0.5, 'e': 0.1895}",20,16,6.774821832275755,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1622,False,"{'a': 0.5, 'e': 0.18899999999999995}",25,12,11.789041816075768,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1623,False,"{'a': 0.5, 'e': 0.1885}",20,10,2.0853132424823873,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1624,False,"{'a': 0.5, 'e': 0.18799999999999994}",20,14,-0.6174731156565065,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1625,False,"{'a': 0.5, 'e': 0.1875}",20,7,21.052437149671523,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1626,False,"{'a': 0.5, 'e': 0.18699999999999994}",20,3,16.42077974895608,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1627,False,"{'a': 0.5, 'e': 0.1865}",25,8,33.40807223203576,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1628,False,"{'a': 0.5, 'e': 0.18599999999999994}",20,3,-22.750509338670966,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 1}",1
1629,False,"{'a': 0.5, 'e': 0.1855}",35,20,28.689970683955824,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1630,False,"{'a': 0.5, 'e': 0.18499999999999994}",20,16,7.9182764632230205,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1631,False,"{'a': 0.5, 'e': 0.1845}",20,7,23.768734766878644,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1632,False,"{'a': 0.5, 'e': 0.18399999999999994}",20,3,29.125066120743035,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1633,False,"{'a': 0.5, 'e': 0.1835}",25,10,9.368249113935823,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1634,False,"{'a': 0.5, 'e': 0.18299999999999994}",20,8,18.903480140003616,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1635,False,"{'a': 0.5, 'e': 0.1825}",20,14,10.922100095999767,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1636,False,"{'a': 0.5, 'e': 0.18199999999999994}",20,9,-20.53539595016339,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1637,False,"{'a': 0.5, 'e': 0.1815}",25,7,18.418806449317923,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1638,False,"{'a': 0.5, 'e': 0.18099999999999994}",20,11,14.180105698881647,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1639,False,"{'a': 0.5, 'e': 0.1805}",20,3,27.356838205614974,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1640,False,"{'a': 0.5, 'e': 0.17999999999999994}",20,5,14.373329686448823,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1641,False,"{'a': 0.5, 'e': 0.1795}",20,11,15.776913146444159,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1642,False,"{'a': 0.5, 'e': 0.17899999999999994}",25,17,11.644295168768743,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1643,False,"{'a': 0.5, 'e': 0.1785}",25,13,22.948636999021325,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1644,False,"{'a': 0.5, 'e': 0.17799999999999994}",25,2,38.99858325130107,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1645,False,"{'a': 0.5, 'e': 0.1775}",20,15,11.045442795860843,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1646,False,"{'a': 0.5, 'e': 0.17699999999999994}",35,19,32.76452561390586,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1647,False,"{'a': 0.5, 'e': 0.1765}",25,16,3.1258735128934507,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1648,False,"{'a': 0.5, 'e': 0.17599999999999993}",20,5,24.0771708674341,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1649,False,"{'a': 0.5, 'e': 0.1755}",25,10,30.62573925931747,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1650,False,"{'a': 0.5, 'e': 0.17499999999999993}",30,7,2.9599994642158967,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
1651,False,"{'a': 0.5, 'e': 0.1745}",25,18,12.993412654211312,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1652,False,"{'a': 0.5, 'e': 0.17399999999999993}",20,6,16.095768718445537,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1653,False,"{'a': 0.5, 'e': 0.1735}",20,11,20.5830616147582,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1654,False,"{'a': 0.5, 'e': 0.17299999999999993}",20,4,0.1870790828582638,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
1655,False,"{'a': 0.5, 'e': 0.1725}",30,19,21.216851090190758,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1656,False,"{'a': 0.5, 'e': 0.17199999999999993}",30,17,24.22438301943974,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1657,False,"{'a': 0.5, 'e': 0.17149999999999999}",30,16,28.82139705500869,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1658,False,"{'a': 0.5, 'e': 0.17099999999999993}",30,11,12.930078809092304,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
1659,False,"{'a': 0.5, 'e': 0.17049999999999998}",20,15,-32.28534656222879,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
1660,False,"{'a': 0.5, 'e': 0.16999999999999993}",25,13,13.636155626300829,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1661,False,"{'a': 0.5, 'e': 0.16949999999999998}",30,21,-26.596564727400335,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
1662,False,"{'a': 0.5, 'e': 0.16899999999999993}",25,10,6.236137100758917,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
1663,False,"{'a': 0.5, 'e': 0.16849999999999998}",20,11,6.400622784225626,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1664,False,"{'a': 0.5, 'e': 0.16799999999999993}",30,21,18.5584145376695,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1665,False,"{'a': 0.5, 'e': 0.16749999999999998}",30,22,14.106180085162215,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1666,False,"{'a': 0.5, 'e': 0.16700000000000004}",25,11,8.039777384309206,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1667,False,"{'a': 0.5, 'e': 0.16649999999999998}",30,17,22.622113042903045,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1668,False,"{'a': 0.5, 'e': 0.16600000000000004}",25,15,17.03024770075133,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1669,False,"{'a': 0.5, 'e': 0.16549999999999998}",25,15,7.197069798182169,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1670,False,"{'a': 0.5, 'e': 0.16500000000000004}",20,14,9.526264744758482,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1671,False,"{'a': 0.5, 'e': 0.16449999999999998}",20,11,14.867330327380612,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1672,False,"{'a': 0.5, 'e': 0.16400000000000003}",20,12,11.369051278752336,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1673,False,"{'a': 0.5, 'e': 0.16349999999999998}",25,18,0.14739818906835733,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1674,False,"{'a': 0.5, 'e': 0.16300000000000003}",25,17,15.534445557790972,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1675,False,"{'a': 0.5, 'e': 0.16249999999999998}",30,10,36.922379054344745,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1676,False,"{'a': 0.5, 'e': 0.16200000000000003}",20,15,9.367847945057324,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1677,False,"{'a': 0.5, 'e': 0.16149999999999998}",30,16,17.97110137600604,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1678,False,"{'a': 0.5, 'e': 0.16100000000000003}",35,17,30.511527176063233,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1679,False,"{'a': 0.5, 'e': 0.16049999999999998}",25,15,21.085507601223732,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1680,False,"{'a': 0.5, 'e': 0.16000000000000003}",25,14,15.44111830541106,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1681,False,"{'a': 0.5, 'e': 0.15949999999999998}",20,6,24.30391620703017,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1682,False,"{'a': 0.5, 'e': 0.15900000000000003}",30,12,27.98841514022309,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1683,False,"{'a': 0.5, 'e': 0.15849999999999997}",25,19,12.0547636246738,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1684,False,"{'a': 0.5, 'e': 0.15800000000000003}",20,14,-30.60714378923429,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
1685,False,"{'a': 0.5, 'e': 0.15749999999999997}",25,20,10.356580590327322,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1686,False,"{'a': 0.5, 'e': 0.15700000000000003}",30,15,-13.290078725989847,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
1687,False,"{'a': 0.5, 'e': 0.15649999999999997}",20,12,-11.767206555659973,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
1688,False,"{'a': 0.5, 'e': 0.15600000000000003}",30,23,13.806997053252363,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1689,False,"{'a': 0.5, 'e': 0.15549999999999997}",30,13,3.3959538724778167,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1690,False,"{'a': 0.5, 'e': 0.15500000000000003}",35,19,25.587652394366316,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1691,False,"{'a': 0.5, 'e': 0.15449999999999997}",25,11,5.9261775535501435,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1692,False,"{'a': 0.5, 'e': 0.15400000000000003}",20,12,14.63451463630038,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1693,False,"{'a': 0.5, 'e': 0.15349999999999997}",25,17,7.605749368779737,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1694,False,"{'a': 0.5, 'e': 0.15300000000000002}",30,19,13.563212307142248,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1695,False,"{'a': 0.5, 'e': 0.15249999999999997}",20,8,23.449963134007334,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1696,False,"{'a': 0.5, 'e': 0.15200000000000002}",25,16,14.276540489026441,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1697,False,"{'a': 0.5, 'e': 0.15149999999999997}",20,9,23.09415565165206,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1698,False,"{'a': 0.5, 'e': 0.15100000000000002}",20,3,8.072501834735524,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
1699,False,"{'a': 0.5, 'e': 0.15049999999999997}",20,16,7.339914446547687,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1700,False,"{'a': 0.5, 'e': 0.15000000000000002}",20,13,12.515842986558214,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1701,False,"{'a': 0.5, 'e': 0.14949999999999997}",25,3,-54.48563704415205,"{0: 17, 1: 0, 2: 4, 3: 0, 4: 1}",1
1702,False,"{'a': 0.5, 'e': 0.14900000000000002}",20,6,6.080538290817962,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1703,False,"{'a': 0.5, 'e': 0.14849999999999997}",25,5,26.033443979864465,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1704,False,"{'a': 0.5, 'e': 0.14800000000000002}",20,15,5.977389781203645,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1705,False,"{'a': 0.5, 'e': 0.14749999999999996}",30,14,8.35933275775532,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
1706,False,"{'a': 0.5, 'e': 0.14700000000000002}",25,12,26.16792035302047,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1707,False,"{'a': 0.5, 'e': 0.14649999999999996}",30,16,-57.959838476448795,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
1708,False,"{'a': 0.5, 'e': 0.14600000000000002}",20,10,18.849853314760484,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1709,False,"{'a': 0.5, 'e': 0.14549999999999996}",20,3,26.099835202271933,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1710,False,"{'a': 0.5, 'e': 0.14500000000000002}",35,13,38.39244873583183,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1711,False,"{'a': 0.5, 'e': 0.14449999999999996}",25,11,26.10213432944976,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1712,False,"{'a': 0.5, 'e': 0.14400000000000002}",25,8,23.337438974661477,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1713,False,"{'a': 0.5, 'e': 0.14349999999999996}",20,6,-28.462304589740263,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
1714,False,"{'a': 0.5, 'e': 0.14300000000000002}",20,12,13.315151805860221,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1715,False,"{'a': 0.5, 'e': 0.14249999999999996}",25,15,21.963681413896392,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1716,False,"{'a': 0.5, 'e': 0.14200000000000002}",25,14,-4.0617147152349355,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1717,False,"{'a': 0.5, 'e': 0.14149999999999996}",25,12,26.654952512057633,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1718,False,"{'a': 0.5, 'e': 0.14100000000000001}",30,16,15.971982493357498,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1719,False,"{'a': 0.5, 'e': 0.14049999999999996}",20,6,24.093526841398166,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1720,False,"{'a': 0.5, 'e': 0.14}",20,14,12.19681626119059,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1721,False,"{'a': 0.5, 'e': 0.13949999999999996}",25,14,21.165691286544426,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1722,False,"{'a': 0.5, 'e': 0.139}",20,8,7.4898534170359,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1723,False,"{'a': 0.5, 'e': 0.13849999999999996}",20,6,28.103617039535937,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1724,False,"{'a': 0.5, 'e': 0.138}",25,13,21.904848854838505,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1725,False,"{'a': 0.5, 'e': 0.13749999999999996}",20,16,5.306181254529125,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1726,False,"{'a': 0.5, 'e': 0.137}",30,18,3.0326494176758096,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1727,False,"{'a': 0.5, 'e': 0.13649999999999995}",20,12,6.155342099147622,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1728,False,"{'a': 0.5, 'e': 0.136}",20,16,6.742432473304998,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1729,False,"{'a': 0.5, 'e': 0.13549999999999995}",25,12,5.439887116922095,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1730,False,"{'a': 0.5, 'e': 0.135}",25,3,-9.857636654781812,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 0}",1
1731,False,"{'a': 0.5, 'e': 0.13449999999999995}",30,17,1.880907803070179,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
1732,False,"{'a': 0.5, 'e': 0.134}",25,10,-37.15291166367164,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 1}",1
1733,False,"{'a': 0.5, 'e': 0.13349999999999995}",20,12,15.285253686867723,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1734,False,"{'a': 0.5, 'e': 0.133}",30,13,18.609674465043287,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1735,False,"{'a': 0.5, 'e': 0.13249999999999995}",25,15,18.110146159295915,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1736,False,"{'a': 0.5, 'e': 0.132}",20,13,5.00054704508754,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1737,False,"{'a': 0.5, 'e': 0.13149999999999995}",20,9,12.879436320094413,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1738,False,"{'a': 0.5, 'e': 0.131}",25,17,14.562075851413194,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1739,False,"{'a': 0.5, 'e': 0.13049999999999995}",30,7,30.291080751288995,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
1740,False,"{'a': 0.5, 'e': 0.13}",30,21,14.312495030279127,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1741,False,"{'a': 0.5, 'e': 0.12949999999999995}",20,16,9.130653041110914,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1742,False,"{'a': 0.5, 'e': 0.129}",25,14,21.716872979342718,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1743,False,"{'a': 0.5, 'e': 0.12849999999999995}",25,15,18.24024864044057,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1744,False,"{'a': 0.5, 'e': 0.128}",35,21,17.913395264986708,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1745,False,"{'a': 0.5, 'e': 0.12749999999999995}",20,13,15.818798735727913,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1746,False,"{'a': 0.5, 'e': 0.127}",20,13,12.3814875093118,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1747,False,"{'a': 0.5, 'e': 0.12649999999999995}",20,9,25.89361174354617,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1748,False,"{'a': 0.5, 'e': 0.126}",35,20,3.5071679876168464,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
1749,False,"{'a': 0.5, 'e': 0.12549999999999994}",25,20,11.086608543107737,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1750,False,"{'a': 0.5, 'e': 0.125}",30,8,38.963018754247834,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1751,False,"{'a': 0.5, 'e': 0.12449999999999994}",30,12,9.318091682398693,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1752,False,"{'a': 0.5, 'e': 0.124}",25,3,-18.916265069578152,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
1753,False,"{'a': 0.5, 'e': 0.12349999999999994}",20,9,-3.31423545961864,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
1754,False,"{'a': 0.5, 'e': 0.123}",30,8,13.626708914976858,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
1755,False,"{'a': 0.5, 'e': 0.12249999999999994}",20,11,17.778750594607015,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1756,False,"{'a': 0.5, 'e': 0.122}",25,15,18.967968478328366,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1757,False,"{'a': 0.5, 'e': 0.12149999999999994}",25,11,11.994030913588816,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1758,False,"{'a': 0.5, 'e': 0.121}",20,15,9.604320747655954,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1759,False,"{'a': 0.5, 'e': 0.12049999999999994}",20,11,14.121551677487892,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
